reviewer_id,product_id,review_text,rating,verified_purchase,review_count,days_since_joined,helpful_votes,is_fake
user_4246,prod_319,"Great product, works exactly as described. Would buy again.",3.0,True,74,704,13,0
user_4547,prod_462,Not bad for the price. Some features missing but overall okay.,5.0,True,34,1447,29,0
user_2830,prod_734,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,True,106,1808,19,0
user_2615,prod_503,"Great product, works exactly as described. Would buy again.",5.0,True,40,1753,47,0
user_5303,prod_628,Average experience. Nothing special but does the job.,3.0,False,111,54,4,0
user_8142,prod_684,Not bad for the price. Some features missing but overall okay.,3.0,True,113,1094,40,0
user_8685,prod_394,Average experience. Nothing special but does the job.,4.0,False,111,1418,24,0
bot_2670,prod_687,This changed my life! Best purchase I have ever made! Incredible!!!,5.0,False,1,20,0,1
bot_9904,prod_197,This changed my life! Best purchase I have ever made! Incredible!!!,5.0,False,3,7,0,1
bot_4969,prod_899,Absolutely perfect in every way! Cannot find a single flaw! Perfect!!!,5.0,False,4,27,0,1
bot_2335,prod_275,This changed my life! Best purchase I have ever made! Incredible!!!,5.0,False,1,17,0,1
user_9074,prod_181,Really happy with this purchase. Exceeded expectations.,5.0,True,109,355,31,0
user_5324,prod_662,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,False,51,1224,32,0
user_7201,prod_865,Not bad for the price. Some features missing but overall okay.,4.0,True,89,1821,15,0
user_6531,prod_484,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",5.0,True,83,1280,48,0
user_5867,prod_981,Average experience. Nothing special but does the job.,4.0,True,179,791,11,0
user_1077,prod_532,Really happy with this purchase. Exceeded expectations.,3.0,False,52,1315,33,0
user_5979,prod_992,Average experience. Nothing special but does the job.,4.0,True,80,280,28,0
user_8030,prod_589,"Great product, works exactly as described. Would buy again.",3.0,True,199,117,43,0
user_3599,prod_689,"Great product, works exactly as described. Would buy again.",5.0,True,6,40,7,0
user_2910,prod_637,Not bad for the price. Some features missing but overall okay.,5.0,False,131,1562,8,0
user_9183,prod_985,Not bad for the price. Some features missing but overall okay.,3.0,True,148,1631,7,0
bot_8120,prod_270,This changed my life! Best purchase I have ever made! Incredible!!!,5.0,False,3,9,0,1
user_1405,prod_379,Average experience. Nothing special but does the job.,5.0,False,168,1825,5,0
user_3436,prod_189,Average experience. Nothing special but does the job.,4.0,True,196,1506,30,0
user_1020,prod_596,"Great product, works exactly as described. Would buy again.",5.0,True,59,1759,3,0
bot_5109,prod_510,Absolutely perfect in every way! Cannot find a single flaw! Perfect!!!,5.0,False,4,12,0,1
user_2418,prod_964,Average experience. Nothing special but does the job.,3.0,True,187,1123,21,0
user_1634,prod_440,"Great product, works exactly as described. Would buy again.",4.0,True,64,357,25,0
user_4822,prod_288,"Great product, works exactly as described. Would buy again.",3.0,True,136,1533,17,0
user_7297,prod_331,Really happy with this purchase. Exceeded expectations.,4.0,True,188,341,7,0
bot_6661,prod_830,This changed my life! Best purchase I have ever made! Incredible!!!,5.0,False,2,15,0,1
user_3840,prod_197,Not bad for the price. Some features missing but overall okay.,4.0,False,28,584,12,0
bot_4556,prod_361,BEST PRODUCT EVER!!! AMAZING!!! BUY NOW!!! FIVE STARS!!!,5.0,False,2,16,0,1
user_5996,prod_233,"Great product, works exactly as described. Would buy again.",4.0,False,25,1454,7,0
user_6603,prod_148,Really happy with this purchase. Exceeded expectations.,5.0,True,159,1659,10,0
user_8217,prod_620,"Great product, works exactly as described. Would buy again.",5.0,True,130,1244,38,0
user_2439,prod_713,Average experience. Nothing special but does the job.,4.0,True,75,1924,13,0
user_7297,prod_905,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,False,54,498,20,0
user_1909,prod_450,Really happy with this purchase. Exceeded expectations.,5.0,True,98,511,28,0
user_3628,prod_274,Not bad for the price. Some features missing but overall okay.,4.0,False,119,1454,24,0
user_6667,prod_729,Average experience. Nothing special but does the job.,3.0,True,154,1669,21,0
user_1759,prod_780,"Great product, works exactly as described. Would buy again.",4.0,False,13,383,24,0
user_4082,prod_206,Really happy with this purchase. Exceeded expectations.,4.0,False,76,1819,24,0
user_4739,prod_349,"Great product, works exactly as described. Would buy again.",3.0,False,107,1278,35,0
user_5766,prod_662,Average experience. Nothing special but does the job.,4.0,True,192,1040,40,0
user_3543,prod_153,Really happy with this purchase. Exceeded expectations.,3.0,False,187,336,36,0
user_5257,prod_689,Average experience. Nothing special but does the job.,5.0,True,54,1477,0,0
user_8644,prod_544,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",3.0,True,171,1080,30,0
user_7252,prod_552,"Great product, works exactly as described. Would buy again.",5.0,False,30,1906,30,0
user_9024,prod_181,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,False,178,470,44,0
user_9482,prod_111,"Great product, works exactly as described. Would buy again.",3.0,False,74,1054,21,0
bot_6225,prod_529,Perfect perfect perfect! Best seller! Must buy! Amazing quality!,5.0,False,2,15,0,1
user_6109,prod_807,Really happy with this purchase. Exceeded expectations.,5.0,True,176,1761,49,0
user_8737,prod_518,Really happy with this purchase. Exceeded expectations.,4.0,False,52,840,3,0
user_6144,prod_587,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,False,57,1908,16,0
bot_7037,prod_272,WOW WOW WOW!! Super super super great product!!!! Love it!!!!!,5.0,False,3,6,0,1
bot_4197,prod_238,Absolutely perfect in every way! Cannot find a single flaw! Perfect!!!,5.0,False,4,2,0,1
user_9410,prod_489,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",3.0,True,187,1920,36,0
user_6031,prod_145,Average experience. Nothing special but does the job.,5.0,True,16,1595,32,0
user_3769,prod_715,Not bad for the price. Some features missing but overall okay.,3.0,True,9,1911,36,0
bot_3519,prod_425,This changed my life! Best purchase I have ever made! Incredible!!!,5.0,False,1,12,0,1
user_5908,prod_498,Not bad for the price. Some features missing but overall okay.,4.0,True,22,1122,44,0
user_4094,prod_350,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,True,195,395,23,0
bot_2737,prod_869,WOW WOW WOW!! Super super super great product!!!! Love it!!!!!,5.0,False,4,19,0,1
user_5684,prod_653,"Great product, works exactly as described. Would buy again.",3.0,True,30,1142,0,0
user_5638,prod_472,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,True,165,183,43,0
bot_6587,prod_950,Perfect perfect perfect! Best seller! Must buy! Amazing quality!,5.0,False,4,11,0,1
user_5405,prod_126,Really happy with this purchase. Exceeded expectations.,4.0,True,89,1115,39,0
user_9835,prod_821,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,False,98,1969,38,0
user_4660,prod_633,Really happy with this purchase. Exceeded expectations.,4.0,False,199,1596,46,0
user_3499,prod_991,Average experience. Nothing special but does the job.,4.0,True,151,1330,8,0
user_3182,prod_921,"Great product, works exactly as described. Would buy again.",4.0,False,138,686,11,0
user_8236,prod_122,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,True,149,1657,6,0
user_5993,prod_591,Average experience. Nothing special but does the job.,4.0,True,166,936,40,0
user_7493,prod_375,Average experience. Nothing special but does the job.,5.0,True,111,378,23,0
user_7950,prod_138,Average experience. Nothing special but does the job.,3.0,True,188,834,6,0
user_4749,prod_454,Average experience. Nothing special but does the job.,4.0,True,151,1437,40,0
user_8690,prod_316,"Great product, works exactly as described. Would buy again.",4.0,True,39,336,17,0
bot_7476,prod_682,Absolutely perfect in every way! Cannot find a single flaw! Perfect!!!,5.0,False,3,23,0,1
user_3713,prod_714,Average experience. Nothing special but does the job.,4.0,True,75,1920,4,0
bot_6940,prod_662,Perfect perfect perfect! Best seller! Must buy! Amazing quality!,5.0,False,4,6,0,1
user_7986,prod_229,"Great product, works exactly as described. Would buy again.",4.0,False,16,370,39,0
user_3813,prod_787,"Great product, works exactly as described. Would buy again.",4.0,False,155,1806,5,0
user_4725,prod_752,Really happy with this purchase. Exceeded expectations.,4.0,True,64,1330,32,0
user_6523,prod_152,Average experience. Nothing special but does the job.,4.0,True,150,1092,44,0
bot_5566,prod_819,BEST PRODUCT EVER!!! AMAZING!!! BUY NOW!!! FIVE STARS!!!,5.0,False,4,18,0,1
user_6413,prod_385,Really happy with this purchase. Exceeded expectations.,5.0,True,63,854,23,0
user_4904,prod_211,Average experience. Nothing special but does the job.,4.0,False,20,813,48,0
user_2072,prod_975,"Great product, works exactly as described. Would buy again.",3.0,False,59,214,15,0
user_5583,prod_148,Really happy with this purchase. Exceeded expectations.,3.0,True,5,113,10,0
bot_7308,prod_372,Absolutely perfect in every way! Cannot find a single flaw! Perfect!!!,5.0,False,4,11,0,1
user_5918,prod_238,Really happy with this purchase. Exceeded expectations.,4.0,False,184,1497,18,0
user_3913,prod_807,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,False,181,1647,46,0
bot_7760,prod_421,WOW WOW WOW!! Super super super great product!!!! Love it!!!!!,5.0,False,4,14,0,1
user_5688,prod_357,Not bad for the price. Some features missing but overall okay.,5.0,False,102,78,29,0
user_9217,prod_700,"Great product, works exactly as described. Would buy again.",3.0,True,174,572,38,0
user_6730,prod_225,Not bad for the price. Some features missing but overall okay.,5.0,True,161,44,39,0
user_8585,prod_452,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,True,167,1518,2,0
user_3482,prod_537,"Great product, works exactly as described. Would buy again.",4.0,True,91,1877,8,0
user_4357,prod_864,Not bad for the price. Some features missing but overall okay.,4.0,True,57,1353,8,0
bot_3162,prod_803,WOW WOW WOW!! Super super super great product!!!! Love it!!!!!,5.0,False,3,22,0,1
bot_2781,prod_966,WOW WOW WOW!! Super super super great product!!!! Love it!!!!!,5.0,False,1,3,0,1
user_7694,prod_397,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",3.0,False,99,125,24,0
user_5184,prod_972,Not bad for the price. Some features missing but overall okay.,4.0,True,108,1331,9,0
bot_7907,prod_748,Perfect perfect perfect! Best seller! Must buy! Amazing quality!,5.0,False,4,5,0,1
bot_3929,prod_792,BEST PRODUCT EVER!!! AMAZING!!! BUY NOW!!! FIVE STARS!!!,5.0,False,1,16,0,1
user_2875,prod_683,Average experience. Nothing special but does the job.,5.0,False,28,1526,4,0
user_1467,prod_635,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",3.0,True,170,1751,41,0
user_1926,prod_363,Average experience. Nothing special but does the job.,3.0,True,52,1157,3,0
user_4732,prod_875,Average experience. Nothing special but does the job.,3.0,True,26,1031,13,0
user_5579,prod_751,"Great product, works exactly as described. Would buy again.",5.0,True,86,403,32,0
bot_3021,prod_904,This changed my life! Best purchase I have ever made! Incredible!!!,5.0,False,3,8,0,1
user_6478,prod_613,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,True,84,50,30,0
bot_2770,prod_812,WOW WOW WOW!! Super super super great product!!!! Love it!!!!!,5.0,False,1,25,0,1
bot_7870,prod_596,Absolutely perfect in every way! Cannot find a single flaw! Perfect!!!,5.0,False,3,25,0,1
user_9575,prod_623,Really happy with this purchase. Exceeded expectations.,4.0,False,54,636,31,0
user_8557,prod_900,"Great product, works exactly as described. Would buy again.",3.0,True,166,967,42,0
user_8617,prod_655,Not bad for the price. Some features missing but overall okay.,3.0,True,85,151,22,0
user_8867,prod_101,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,True,114,523,39,0
user_6737,prod_599,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,True,135,1595,38,0
user_8435,prod_108,Really happy with this purchase. Exceeded expectations.,5.0,True,32,625,27,0
user_5146,prod_876,Average experience. Nothing special but does the job.,4.0,True,34,1219,2,0
bot_2549,prod_970,Absolutely perfect in every way! Cannot find a single flaw! Perfect!!!,5.0,False,2,10,0,1
user_5048,prod_745,"Great product, works exactly as described. Would buy again.",4.0,False,109,1997,31,0
user_9213,prod_958,Not bad for the price. Some features missing but overall okay.,5.0,True,169,1874,48,0
user_5459,prod_894,Not bad for the price. Some features missing but overall okay.,3.0,True,54,296,14,0
user_7040,prod_756,"Great product, works exactly as described. Would buy again.",4.0,False,180,1639,38,0
user_6954,prod_468,Really happy with this purchase. Exceeded expectations.,4.0,False,23,1481,37,0
user_4390,prod_810,Not bad for the price. Some features missing but overall okay.,4.0,True,12,1174,23,0
user_7275,prod_281,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",3.0,True,195,1479,38,0
bot_7604,prod_633,Absolutely perfect in every way! Cannot find a single flaw! Perfect!!!,5.0,False,1,7,0,1
bot_5538,prod_811,This changed my life! Best purchase I have ever made! Incredible!!!,5.0,False,2,14,0,1
user_5634,prod_914,Not bad for the price. Some features missing but overall okay.,4.0,False,187,385,8,0
bot_6977,prod_941,Perfect perfect perfect! Best seller! Must buy! Amazing quality!,5.0,False,4,29,0,1
user_5828,prod_139,"Great product, works exactly as described. Would buy again.",4.0,True,178,496,11,0
user_1916,prod_484,"Great product, works exactly as described. Would buy again.",4.0,True,191,1565,25,0
user_3777,prod_663,Not bad for the price. Some features missing but overall okay.,3.0,True,23,1310,31,0
user_1872,prod_834,Really happy with this purchase. Exceeded expectations.,5.0,False,125,823,27,0
bot_2148,prod_412,This changed my life! Best purchase I have ever made! Incredible!!!,5.0,False,1,3,0,1
user_6999,prod_467,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,True,161,1277,18,0
user_3671,prod_812,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",5.0,False,183,1712,24,0
user_4586,prod_728,Not bad for the price. Some features missing but overall okay.,5.0,False,31,1975,32,0
bot_7470,prod_316,WOW WOW WOW!! Super super super great product!!!! Love it!!!!!,5.0,False,4,22,0,1
user_2043,prod_566,Average experience. Nothing special but does the job.,4.0,True,9,1550,16,0
user_5375,prod_656,"Great product, works exactly as described. Would buy again.",4.0,True,86,539,37,0
user_5688,prod_248,Not bad for the price. Some features missing but overall okay.,3.0,True,93,345,5,0
user_4671,prod_944,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",3.0,False,178,1325,19,0
user_8242,prod_856,Really happy with this purchase. Exceeded expectations.,4.0,False,61,501,34,0
user_8176,prod_220,"Great product, works exactly as described. Would buy again.",5.0,True,31,1408,38,0
user_3247,prod_339,Really happy with this purchase. Exceeded expectations.,3.0,True,89,971,8,0
user_8868,prod_159,Average experience. Nothing special but does the job.,3.0,False,106,1027,23,0
user_8991,prod_102,Really happy with this purchase. Exceeded expectations.,5.0,True,105,585,24,0
user_8630,prod_577,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,True,9,815,49,0
user_2506,prod_541,Really happy with this purchase. Exceeded expectations.,3.0,False,57,313,28,0
bot_8398,prod_645,This changed my life! Best purchase I have ever made! Incredible!!!,5.0,False,3,28,0,1
user_5154,prod_557,Not bad for the price. Some features missing but overall okay.,4.0,True,183,964,6,0
user_9661,prod_648,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,True,39,1873,42,0
bot_6611,prod_997,BEST PRODUCT EVER!!! AMAZING!!! BUY NOW!!! FIVE STARS!!!,5.0,False,2,18,0,1
user_2241,prod_629,Not bad for the price. Some features missing but overall okay.,5.0,True,57,968,44,0
user_2605,prod_713,Really happy with this purchase. Exceeded expectations.,3.0,False,172,1967,45,0
user_4419,prod_335,Not bad for the price. Some features missing but overall okay.,3.0,False,189,504,1,0
user_9736,prod_959,Really happy with this purchase. Exceeded expectations.,4.0,False,82,1595,29,0
user_5797,prod_140,"Great product, works exactly as described. Would buy again.",4.0,True,194,1984,7,0
bot_4365,prod_663,Absolutely perfect in every way! Cannot find a single flaw! Perfect!!!,5.0,False,1,22,0,1
user_8282,prod_495,Not bad for the price. Some features missing but overall okay.,4.0,True,192,1318,20,0
bot_7454,prod_154,BEST PRODUCT EVER!!! AMAZING!!! BUY NOW!!! FIVE STARS!!!,5.0,False,4,24,0,1
user_8978,prod_878,Not bad for the price. Some features missing but overall okay.,3.0,False,21,1359,17,0
bot_6663,prod_953,Absolutely perfect in every way! Cannot find a single flaw! Perfect!!!,5.0,False,4,12,0,1
user_8674,prod_571,Average experience. Nothing special but does the job.,4.0,False,171,1807,14,0
user_5033,prod_477,Not bad for the price. Some features missing but overall okay.,4.0,True,121,1146,0,0
user_4902,prod_229,Really happy with this purchase. Exceeded expectations.,5.0,True,38,482,13,0
user_9667,prod_385,Really happy with this purchase. Exceeded expectations.,3.0,False,128,603,31,0
user_5176,prod_123,Not bad for the price. Some features missing but overall okay.,4.0,True,186,1215,18,0
user_3652,prod_408,"Great product, works exactly as described. Would buy again.",4.0,False,168,403,0,0
user_6181,prod_940,Average experience. Nothing special but does the job.,4.0,True,18,417,16,0
user_3105,prod_838,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",3.0,False,59,1837,14,0
user_4689,prod_357,Really happy with this purchase. Exceeded expectations.,3.0,True,164,602,43,0
bot_8221,prod_238,Perfect perfect perfect! Best seller! Must buy! Amazing quality!,5.0,False,2,6,0,1
user_1125,prod_175,"Great product, works exactly as described. Would buy again.",4.0,True,168,1691,42,0
user_8507,prod_956,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",3.0,True,77,1122,47,0
bot_6380,prod_982,WOW WOW WOW!! Super super super great product!!!! Love it!!!!!,5.0,False,1,14,0,1
user_3666,prod_796,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,True,31,265,28,0
user_4329,prod_214,"Great product, works exactly as described. Would buy again.",4.0,True,28,1765,39,0
user_3722,prod_424,Really happy with this purchase. Exceeded expectations.,5.0,False,76,1477,36,0
bot_2026,prod_180,WOW WOW WOW!! Super super super great product!!!! Love it!!!!!,5.0,False,3,3,0,1
user_6097,prod_770,Really happy with this purchase. Exceeded expectations.,4.0,True,166,760,35,0
user_5697,prod_151,Average experience. Nothing special but does the job.,4.0,True,55,282,2,0
user_4984,prod_668,Really happy with this purchase. Exceeded expectations.,5.0,True,162,511,20,0
user_4349,prod_737,Not bad for the price. Some features missing but overall okay.,3.0,True,122,1346,5,0
user_7931,prod_264,"Great product, works exactly as described. Would buy again.",4.0,False,120,933,27,0
user_7948,prod_481,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,False,139,313,35,0
user_7787,prod_192,Not bad for the price. Some features missing but overall okay.,5.0,False,107,312,49,0
user_9513,prod_181,Not bad for the price. Some features missing but overall okay.,4.0,False,120,128,4,0
user_7822,prod_779,Average experience. Nothing special but does the job.,4.0,True,107,1658,48,0
user_8717,prod_849,Average experience. Nothing special but does the job.,4.0,False,80,1381,31,0
bot_6068,prod_199,WOW WOW WOW!! Super super super great product!!!! Love it!!!!!,5.0,False,1,28,0,1
user_3524,prod_160,"Great product, works exactly as described. Would buy again.",4.0,True,49,31,4,0
user_5204,prod_856,Not bad for the price. Some features missing but overall okay.,4.0,True,49,665,29,0
bot_7363,prod_594,Absolutely perfect in every way! Cannot find a single flaw! Perfect!!!,5.0,False,4,21,0,1
user_1464,prod_837,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,False,161,1927,11,0
bot_3030,prod_829,Perfect perfect perfect! Best seller! Must buy! Amazing quality!,5.0,False,4,8,0,1
user_9843,prod_292,"Great product, works exactly as described. Would buy again.",4.0,True,198,1711,1,0
user_7386,prod_630,Really happy with this purchase. Exceeded expectations.,4.0,True,27,571,27,0
user_4367,prod_932,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",4.0,True,132,1926,43,0
user_6709,prod_343,"Solid quality, arrived on time. Minor scratches on packaging but product is fine.",5.0,True,108,649,15,0
user_2666,prod_320,"Great product, works exactly as described. Would buy again.",5.0,False,31,1707,28,0
user_6753,prod_708,Really happy with this purchase. Exceeded expectations.,5.0,True,75,32,0,0
bot_7435,prod_942,BEST PRODUCT EVER!!! AMAZING!!! BUY NOW!!! FIVE STARS!!!,5.0,False,4,6,0,1
user_9280,prod_818,Average experience. Nothing special but does the job.,4.0,True,50,1211,6,0
