reviewer_id,product_id,review_text,rating,verified_purchase,review_count,days_since_joined,helpful_votes,is_fake
user_4869,biz_149,"Babytown has nicer cribs and nursery bedding then Buy Buy Baby in my opinion.  The overall quality of the nursery furniture is superior.  The nursery bedding selection is nicer overall and cuter!\n\nOtherwise the selection is pretty similar to Buy Buy Baby in Chandler.  This store is locally owned and operated though so you should definitely shop here if possible.\n\nI hear from my girlfriends that they take Buy Buy Baby coupons and Bed Bath and Beyond coupons too like their competitors.  I haven't tried this myself though, but will soon!  \n\nThe staff is pretty aloof.  That is fine for me though as I like to browse by myself and do my research online.\n\nThere is a huge parking lot too which makes parking pretty easy.  It is also located a couple doors down from a Super Target, which is ",2.0,False,266,1299,45,0
user_3392,biz_043,"Sadly, my experience at Wildfish this evening was extremely disappointing, due in large part to the total ineptitude of our waiter. He was well meaning and very pleasant (apologizing each time he messed up) but his lack of training was appalling. To specify: (1) he forgot to bring the wine we ordered, (2) forgot to order one of our side dishes so that it came a full ten minutes after our meal was served, and then (3), left the dirty dishes in front of us even while pouring our coffee. The food was fine, which is the only reason this received 2 stars rather than 1.  But it could not compensate for such bad service. It certainly wasn't worth the cost of this dinner.",1.0,True,134,1067,59,0
user_3681,biz_015,"Well, the food SMELLED good.  However, upon being seated, we received two pieces of news that precipitated a rapid exit: 1) they were no longer honoring the coupons we had purchased--that prompted us to visit Mirch in the first place--because 2) they were closing in two days.\n\nBuh-bye.",1.0,True,253,1055,5,0
user_9423,biz_017,"Cute store...love browsing, great place to pick up unique gifts for friends. Worth a stop in.",2.0,True,43,589,48,0
bot_3618,biz_106,Love this product so much! Perfect perfect perfect! Five stars always!,5.0,False,1,4,0,1
bot_1787,biz_094,This phone case is simply OUTSTANDING! Better than I ever imagined!! 5 stars!,5.0,False,3,8,0,1
user_6806,biz_056,"We visited The Living Room after a bad experience at Kokopelli.  This was my first visit.  The energy, music, decor and customer service is above average.   The kitchen was closed so we will return and check out their menu very soon.  This would be a much better choice if you are looking for a wine bar in Chandler.",2.0,False,42,2458,52,0
user_2825,biz_025,"The food was ok.  To be honest if the service hadn't been so bad it probably would have been a 4. However, he was so bloody miserable if we had not ever darkened his door I would hope that he would have been happier.  (He couldn't have been any worse) the hostess was very nice and the bartenders seemed great though.  I wish we had sat there. Oh well.",1.0,True,62,1072,61,0
user_7073,biz_136,"I usually don't go to sushi places, but I did not decide tonight.  My friend craved for sushi.  \n\nI was uneasy since there was a wait and was told at first that it would be 30+mins..  We waited and was seated in less than 20.  We got a nice seating in the bar area.  After being seated, I was ready to eat.  I was amused by the ayce rules.  60 mins. I was curious what would happen if I went over by 5 mins?  I absolutely loved how great the ayce menu was.  Side dishes and dessert?? dang!  I am sold.\n\nNice because I felt like i had my own sushi chef.  We told him different items to prepare for us.  Very nicely presented and the fish felt fresh.  I like that because I have had poor experience at other places.  For an ayce, I see why there's a line outside.  I enjoyed the 624, baked sushi wh",2.0,False,264,2870,77,0
user_1698,biz_120,"Excellent food, great beer selection (cheap too), kind staff and service!!!  The burgers are out of this world!  \n\nThe best part about this place is that there is typically always open seating when I've gone.  Let the hipsters and yuppies fight to place drink orders while waiting hours for tables at the other NODA restaurants... I'd rather be at JackBeagles; eatting better food, saving money and enjoying great music!",2.0,True,77,342,5,0
bot_8076,biz_162,Outstanding quality! Best coffee maker on the market! Absolutely love it!!!!,5.0,False,4,12,0,1
user_6038,biz_113,"Owned and operated by Eugenia Theodosopoulos (an Ohio native, fyi) and considered by many to be the best patisserie/bakery in the state I approached Essence with a note of skepticism largely assuming much of the hype was derived from Tempe's plethoric college crowd but arriving at the doors of the small shop on a particularly lovely 80 degree morning I gathered quite quickly that my original conceptions were misplaced; not only does Essence not look like a college haunt, neither do its prices or products - a vast selection of at least twenty items aside from the posted menu sitting beneath and atop a glass case forcing me to make more than one tough decision that was not helped by my server's accurate assessment that everything was really good.\n\nNow bearing in mind that the original impe",2.0,False,33,2056,27,0
user_3567,biz_156,This was the right decision when it comes to brick oven pizza in Arizona. The wait was only 30 minutes and the pizza was so much better than the well known and televised local competition (let's just call them pizza B). The ambiance was fantastic and it was the perfect date spot for the wife and I to sit back and relax. They even had a local musician playing live music to even better the mood for dinner. Service was fantastic and every part of our dinner made the wife and I happy about our dinner choice.\n\nLet me start by saying everything I ordered was perfect.\n\nThe ostra salad was plenty as a starter for the wife and I and it was fresh with fantastic tasting ingredients.\nThe diavola spicy pizza with ricotta added was the best pizza I have ever had.\nMy wife's white pizza was fantasti,2.0,False,224,2242,53,0
user_7809,biz_120,Very good lunch buffet with seafood for $19.95.  Checked out Cosmopolitan buffet but they did not offer seafood.  It was also in a dark area in back of the hotel.  Aria was in a very bright sunny area near the pool.  Points for ambience.  Ver clean and servers were very prompt and friendly.  The quality of the food was great but focused on crab legs and shrimp.  They every heat steam your crab legs as requested.        \n\nHighly recommended.,2.0,True,297,192,40,0
bot_3253,biz_055,Amazing quality! Fast shipping! GREAT product! 100% recommend!!!!,5.0,False,1,19,0,1
bot_1017,biz_148,Incredible coffee maker! I love love love it! Best purchase EVER!!!,5.0,False,2,24,0,1
user_5615,biz_042,"A nice wee addition to the Stockbridge area. I was in today after a quick trip to the market for a bit of lunch. I had a great Americano and an AMAZING smoked salmon open faced sandwich, with some amazing dill cream and pickled onions. My friend had the crispbreads with butter and jam, which she said were extremely fresh and tasty. Lovely looking cakes and ice cream too, but i've not yet tried these... 'yet' being the key word.\n\nA downside is that this branch is quite petite - the one on the Quarter mile is much larger and more open, and I prefer it there. It's also quite expensive, but for a rare, quality treat it hits the spot!",2.0,True,97,2747,8,0
user_3683,biz_159,"WOW!\n\nTalk about being in for a treat! Fremont Street is not exactly my first destination when seeking out good eats, but holy smacks! My party was seated in what I would describe as the best seats in the house. Directly center in front of a huge window overlooking the street and able to view the \""""light show\"""" about 15 minutes into the meal.\n\nWe ordered so much food and nothing was disappointing. We started with a pitcher of the white sangria. The drink was great and the booze marinated fruit was a great finish to the meal. \n\nCrispy Duck Roll - Really Great! The duck was tender with great flavor, although I agree with previous yelper, could have used a lil somethin somethin (like sriracha)\nAlbondigas - The sauce on these little meatballs was the star.\nBabyback Ribs - SO TENDER! ",2.0,False,216,1801,64,0
user_1496,biz_091,"Nicky's, one of the staple Thai restaurants that is on everyone's top list of restaurants, has finally moved into their newest space - much to the joy of disinterested downtown diners who were sick of lackluster lunch locations. I had the joy of Nicky's Thai at being only a short walk away, back when I worked on the other side of the river. Now being nowhere near, I would constantly crave food as flavorful and spicy as my old lunch haunt. And It appears I'm not the only one to take notice, the Downtown Nicky's is expectedly packed during the lunch rush - being pretty difficult to get a table between 12:00 and 12:45.\n\nEntering Nicky's, the space is comfortably decorated, but larger and less cozy than the North shore location. As far as I can tell, gone is the beautifully decorated patio w",2.0,True,111,2266,2,0
user_3548,biz_043,"Cover is crazy expensive for Pure, which isnt a new club and simply allow anyone in. So I scored passes from a guy on the street who only asked to tip him. Dont buy the passes! if you purchase passes, then they arent real. The promoters arent allowed to sell passes!! so be aware! also there are some promoters walking around the casino right before the club opens and they give out bracelets to girls who are dressed well. Try to score both of these passes because you get a free drink with the bracelet and you get vip line advantage no cover with the pass!\n\nI was told that dress code is enforced! no flip flops so i was pissed when girls were allowed inside with flip flops and jean shorts! o well. the price of looking good. \n\nThe dancefloor gets overcrowded very easily, so I think the club",1.0,True,228,1937,73,0
user_2869,biz_033,"Oxtail chili fries ftw. The truffle fries are not very truffle-y. Had better at I Love Burger, Gordon Ramsay Burgr, and Guy Fieri's. They're covered in a mushroom sauce that's tasty, but I'd call them creamy mushroom fries, not truffle fries.",2.0,False,83,1177,9,0
bot_4344,biz_178,Amazing quality! Fast shipping! GREAT blender! 100% recommend!!!!,5.0,False,3,18,0,1
user_5138,biz_124,Great Kobe burger!,2.0,False,67,2566,77,0
user_3040,biz_008,"I don't know why, maybe just the change up factor, but every time I end up here I have a good time. I actually enjoy the dancing, two stepping around in a circle roller rink style. The Drinks are cheap, I get in free at the door (military) and the chicks that frequent this place are just more laid back, willing to dance and have fun and lots of them are wearing daisy dukes. The drink specials are cool, they change every hour I think and they're displayed on a flat screen behind the bar so you don't have to ask. Example - $3 Bacardi mixed drinks, solid deal. The music is country but if you ask the DJ he'll play some hip hop for you. The layout of Revolver is smart. Go here, bring friends, gamble beforehand, earn a room comp, drink till your heart is content, then get some food court fare, h",2.0,True,35,2557,66,0
user_1467,biz_119,"Pretty awesome experience.  Mike is a fun dude that has put together an experience in Vegas that you can't have without Turnt Up.  For the price you get every penny you pay.  Free drinks, awesome clubs, no cover or waiting.  Definately try this and I will be back!!",2.0,False,255,2629,67,0
user_1165,biz_065,"I have been living in this hotel for the better part of a year. The front desk staff is very friendly and helpful. They have fresh baked cookies every night at 7 - chocolate chip is by far the best if you get them warm. My room has a full size fridge, two burner stove, cupboards and dishes. They are comfortable and clean, but not fancy. They recently upgraded to new flat screen TV's in every room with dish satellite and nice coffee pots (Keurieg type).\n\nThe pool is small and clean, but open 24 hours so you can swim laps in the wee hours of the morning or evening when it's cool out and the kids are nowhere to be seen.  The exercise room is small and nothing to write home about - they have the basics, but I choose not to use it. They have three washers and three driers in the laundry room,",2.0,True,137,788,48,0
bot_1921,biz_152,This vacuum is simply OUTSTANDING! Better than I ever imagined!! 5 stars!,5.0,False,2,11,0,1
bot_2169,biz_053,BEST mattress EVER!!! Absolutely AMAZING!!! Must buy immediately!!!,5.0,False,3,15,0,1
user_9860,biz_091,Not a good egg samwich.,1.0,True,239,978,3,0
user_4332,biz_146,Got here at 10:30am and the food was super dry and all breaded items were hard as a rock.   You would THINK they would be fresher early in the morning.  Save your money and go to Buffet Asia on Nellis. You'll be making a much better choice,1.0,True,102,428,69,0
bot_1102,biz_089,BEST blender EVER!!! Absolutely AMAZING!!! Must buy immediately!!!,5.0,False,4,16,0,1
user_4902,biz_029,"Clean facilities, they appeared to take great care of the dogs, the process was easy and efficient in adopting a dog.  Adopt a pet now~so many dogs need good homes!",2.0,False,60,735,22,0
user_2406,biz_142,I always find some great deals on cute clothes form my daughter.,2.0,True,40,2306,36,0
bot_3015,biz_158,This phone case is simply OUTSTANDING! Better than I ever imagined!! 5 stars!,5.0,False,2,7,0,1
bot_3352,biz_081,Best product I have ever purchased in my entire life! Highly recommended!!!,5.0,False,1,6,0,1
bot_9680,biz_197,Outstanding quality! Best headphones on the market! Absolutely love it!!!!,5.0,False,1,13,0,1
user_9736,biz_191,"I've been here twice so far and it was mediocre at best both times. \n\nService is absolutely terrible. They take forever to take your order, and the woman is incredibly rude. She never gave us menus and when we asked for them she told us to just tell her what we want. The dishes we got were really gross and looked like they hadn't been cleaned in a while. \n\nThe actual food itself is mediocre. For a little more money, you could go somewhere else and get something that is 20 times better. I ordered the eggs and corned beef hash -- the egg (because it was only one) was a tiny portion, and the corn beef hash tasted like what I imagine dog food tastes like. \n\nThe only thing I like about this place is that it's relatively cheap and their pancakes are huge. One pancake is definitely enough f",1.0,True,120,2396,46,0
user_1666,biz_006,"Ordered the chopped brisket sandwich because they did not have sliced brisket available at 11:45 AM.  Chopped brisket was left overs reheated, very dry like jerky with poop flavor.  My two friends and I had the same thing with the same BAD results.  They will never see us there again.  \nToms, Daves, and most home BBQ put them to shame.",1.0,True,48,2220,46,0
user_6165,biz_012,"Fast and delicious.  Great service   Fish tacos, bean burrito, yummy.  Guacamole could use more kick but salsa made up for it. ! Def coming back.....",2.0,True,55,552,29,0
user_9305,biz_013,"Delicious Thai food! I tried the pad Thai as I always do when I first try a Thai place. It was  very tasty, it is sweeter than any of pad Thai I have ever had before and at first it was very good but about half way through it became a little too sweet. I took the other half home and had it for lunch the next day which ended up being perfect because it's too sweet to eat the entire thing in one sitting. I got it medium (mild, medium, hot, extra hot, Thai hot) which I thought might not have enough spice since I normally order a 3 out of 5 at other Thai restaurants... Nope! It was right on the border of being too hot. So be conservative when ordering on the spice. \nThe best part of this restaurant and the reason I gave it a 5 instead of a 4, which I think would reflect the food better, is be",2.0,True,70,791,42,0
bot_5412,biz_010,This mattress changed my life! Perfect in every way! Five stars!!!,5.0,False,1,14,0,1
user_8583,biz_007,"If you like hot water in your suite, this may not be the hotel for you.  Called several times over 3 day period trying to get them to address the problem.  Their ongoing answer for the problem was to \""""let the water run\"""" and they have had problems during certain times of the day.  Attempted 4 times over 3 days to get a manger to call me back and never received one call.  Even attempted to contact their corporate offices in FL with no better luck.  What a joke!  Cool casino but hotel not recommended.\n\nLooking for the best bang for the buck on a suite, check out the MGM Signature.  Much nicer suites with full kitchen, excellent service, better views and yes... the managers will return your calls.\n\nTodd",1.0,True,155,2871,74,0
user_5319,biz_129,"Well, I live in Los Angeles and we go to the STK here all the time so when we took a weekender to Vegas we decided to try the STK at the Cosmopolitan Hotel. Our reservations were at the opening hour of the restaurant since it was a busy Saturday and we got squeezed in last minute. Upon arrival (10 minutes early for our reservation) we were told by the hostess that the restaurant was CLOSED and she advised us wait OUTSIDE until she opened the doors. REALLY?? There are a ton of lounge chairs inside for patrons waiting to be seated... i.e. US!!! Well we were shocked when we FINALLY walked in to see about 12 people that were enjoying cocktails at the bar inside that had OBVIOUSLY showed up early too... It just ruined our entire meal that this HORRIBLE hostess pulled such a stunt. (btw, STK, th",1.0,True,272,589,28,0
user_6456,biz_099,"I would give this place 0 stars out of 5. My wife and I went here a few nights ago. The place was not busy and we were seated immediately. During the first 10 minutes of our wait, not one person stopped at our table; no water, no drink order, not even a menu. After 15 minutes and no service we got up and walked out. One of the staff actually said thank you as we walked by the front counter. Thanks for nothing. We then proceeded to Tutta Pasta several blocks away where we had drinks, salads and pizza all within 10-15 minutes. \n\nThe service at Villa Dolce was inexcusable. Had a waiter even stopped by to take our drink order or bring some water I would have been satisfied. Two thumbs way down on this poor exude for a restaurant.",1.0,True,140,1067,23,0
bot_8537,biz_070,This is THE product everyone needs! Perfect! Amazing! Incredible! BUY NOW!,5.0,False,2,21,0,1
user_7125,biz_179,Best damn pizza attached to a gas station I've ever had! Go Falbo Bros!,2.0,False,81,768,36,0
user_2069,biz_081,"Queen Creek has very few restaurants and people are desperate , and probably eat \""""whatever\"""" and say it's good!  I wanted to like this place but it is inconsistent in quality and service. I detest their sweet pork, and would enjoy a carnita pork, with spice, instead of sauce, My friend had a chile verde and did not like everything in a tinfoil container, running into a green mucous mess. Who wants to eat predigested food???  I stood in line while my chicken mango salad sat there through the 4 people paying ahead of me   By the time I sat down my tortilla was cold and lettuce wilted under the heat of the chicken.  As a former Calif.  who has eaten exceptional Mexican food this place is just ok!",1.0,False,158,2824,47,0
bot_6987,biz_161,This phone case changed my life! Perfect in every way! Five stars!!!,5.0,False,3,14,0,1
user_7016,biz_096,"I have given it some time and kept up with the different reviews on here to see if changes were made and I could find my dining experience a more enjoyable one. While keeping up with the reviews I've noticed that all of the negative remarks that were made, from what I gather is the manager, were removed. That is a good thing because his comments were very rude and obnoxious. I've noticed a lot more positive reviews (and I have noticed that most of the negative ones have also been removed) but thought I should test the waters again since now the \""""soft opening\"""" and the \""""just opened\"""" kinks should be worked out. I'm sorry to report that I still did not find my visit to be enjoyable. The birds go through phases where they are quiet and then get extremely loud (I do find them cute but...",1.0,True,107,1510,44,0
user_3654,biz_196,The crowd is expected but the workers and and their rudeness is not cool,1.0,True,174,1057,44,0
user_3244,biz_128,"OMG I love this place, best breakfast place I've been to in Madison so far. The duck confit was amazing. They are super busy but the wait was totally worth it.  Service was fast and friendly. I went when it was still a little warm outside when they had outdoor seating and the waitress still checked on us regularly. I will definitely go back.  =)",2.0,True,175,889,3,0
user_9249,biz_148,"The never ending quest for delicious poke continues.  I already love the poke from Poke Express in North Las Vegas, but decided to check out Pacific Seafood to see what their version is like.\n\nLocated across from Green Valley High School, it can be easily missed as it's a small shop.  Walking in, you get the impression it's more of a small grocery store than a place that offers poke, but it does.  The seafood display is to the right, and there's a small offering of premade sushi available too.  Refrigerators and freezers also contain many imported items.\n\nI decided to take home two of their items - Limu Poke ($10.95/lb) and the Ika Sansai ($10.45/lb).  The limu poke was good, but the Husband does like the way Poke Express makes theirs.  The Ika Sansai was also tasty, but it's more of a",2.0,True,198,2553,33,0
user_8993,biz_037,"I've been very lucky to have dined in many top rated restaurants and this place just earned a spot in the top 5 best meals of my life!!  We were thinking of trying the Degustation Menu, but from past experiences, I knew I couldn't possibly eat 16 courses and come out feeling good no matter how delicious the food is.  So, my husband and I opted for what turned out to be a 12 course meal, which was the perfect amount of food for the both of us.  We made sure to save room to indulge in their giant bread cart plus their after dinner and dessert -  dessert cart.  Yes, that is not a typo.  After you have devoured your multi-course dinner and dessert from the tasting menu,  they wheel out an impressive dessert cart and have you choose basically as many mini desserts as you want.\n\nI will not go ",2.0,True,103,2447,62,0
user_4912,biz_155,"I went in for a simple trim. They get an extra star for offering me water.\n\nIf you're Asian and used to getting your haircuts with Asian styling - AVOID AT ALL COSTS.\n\nThis lady cut off 1 1/2 more inches that was necessary because she didn't know what layers was for Asian hair. By the time I got to tying up my hair I'd realized the hair cut was as if she was just chopping it off for a donation to Locks of Love.\n\nI had to go to Beauty2Beauty to get it fixed.\n\nThey have a nice atmosphere in the salon and would encourage everyone who doesn't care for the style of cutting to go - but ASIAN FEMALES, AVOID AT ALL COSTS.",1.0,True,72,1637,19,0
user_2170,biz_001,"Easy review: \n\nPoint of view: middle class income.\n & Local of the Las Vegas area. \n\nPros: \n1. different, not American style food\n2. New experience\n3. Nice theme and set up\n4. Food very hot on arrival\n\nCons:\n1. Overpriced \n2. Way overpriced \n3. Portions very small for price\n4. Slow service, waited 20mins to order.\n5. Found bone in meat pie. (Scary,\nEasily could of choked, thankfully found it.)\n6. Not very well lite, very dark. \n7. Menu to small\n8. Ipad menus would freeze and very slow. \n9. Over priced\n10. Wanted a steak, but it was 69$!!! Nty!!!\n\nWould I return? No\nWould I recommend? No\n\nI do recommend Gordon Ramsey's Burger @ planet holleywood. Half the price and flavors are amazing!!!!!! And American style food with amazing fresh different ingredients! Well wor",1.0,False,155,1354,74,0
bot_6435,biz_158,Love this phone case so much! Perfect perfect perfect! Five stars always!,5.0,False,1,8,0,1
user_8533,biz_168,This place has TWO Yelp pages.  Be sure to check out the other one that isn't filtering out the bad ratings!!!,1.0,True,79,2939,25,0
bot_2649,biz_093,This is THE product everyone needs! Perfect! Amazing! Incredible! BUY NOW!,5.0,False,1,21,0,1
user_8910,biz_183,"The ambiance and lay out are really nice, gives you a nice view of the water show at bellagio. Our host gave us a tour of the kitchen which was awesome.\nThe food was to die for!\nwe had the bacon wrapped dates, pizzette, cheese and olives, the lemon spaghetti all were so delicious!",2.0,False,37,965,42,0
user_7304,biz_071,"Have to agree; probably the worst place for \""""seafood\"""" around. And the corporate atmosphere reminds me of outback or chilis.... enough said.",1.0,True,139,2685,54,0
user_3092,biz_157,"If I could give 0 stars, I would. Booked via Orbitz, so there was no option to pay for bags, which meant paying $50 for a CARRY-ON. Won't be using them again, ever, and will advise all my industry friends to avoid them, too.",1.0,True,203,949,70,0
bot_9079,biz_054,Love this coffee maker so much! Perfect perfect perfect! Five stars always!,5.0,False,1,19,0,1
user_6118,biz_186,"After a couple of visits to the Hard Rock, I now know which rooms are the ones to stay in (pool-facing and HRH) and will keep that in mind to get the most out of future experiences. The Hard Rock is a really great hotel with good restaurants and shops, a great room service menu, and several nice pools. The rooms are spacious and nicely decorated (total rock 'n roll theme) with contemporary bathrooms, but not as noise-blocking as some other Vegas hotels. We don't gamble, so the small casino isn't a big deal to us. The prices are super reasonable and more than make up for the distance from the strip. They do have a shuttle that goes there but it ends at 5, I believe, making it more or less pointless. I also like that it's smaller than a lot of the strip hotels, so you don't feel like you're ",2.0,True,99,2772,65,0
user_5459,biz_092,"I can't believe this place got 4 stars overall!  Maybe the stars just weren't aligned when I went.  My night started with me wanting to find a good wings place nearby that was open past 10 PM. I was also interested in my church buddys coming here on Tuesday nights when they have .59 wings because we were looking for a closer place to South Charlotte.  DDs was nearby and open, so I thought I'd check it out due to the great reviews.  I walked in and no server said a word to me.  It was pretty busy, so, I sat myself.   No biggie.  After five minutes of no one saying anything, I moved to the bar since there was someone working that area.  Again, no one said anything to me for about 5 minutes.  I finally got a hello and ordered a drink.  After this, I waited 15 minutes for the bartender to take",1.0,False,189,2540,17,0
user_9952,biz_133,"My husband and I come to Vegas frequently so of course when Buddy's opened we had to try it.  We experienced the best service of our lives, and we've eaten at 99% of the restaurants on the strip.  Our server Deanna was very attentive and friendly.  I will definitely request her table during my next visit.  The food was top notch quality food.  The caprese had amazingly fresh mozzarella, and the chicken parm was tender and delicious.  The cannolis are to die for....melt in your mouth amazing.  I can't wait to come back!",2.0,True,263,531,25,0
user_3245,biz_154,"Love the food here!  Bulgogi fried rice is bomb!  Here's a tip- if you're ordering take out, make sure you order on the phone.  it takes a while if you're ordering to go and waiting at the restaurant.  but i suppose its well worth the wait!",2.0,True,78,1842,23,0
user_5012,biz_131,"Went to this place in hopes of finding some great com tam. What I found instead was really bad service and rice dishes that are made better at pho resturants. The small cups of water they give you serve no purpose. One sip and it's empty. I had to sit though almost an entire meal with no drink. Everytime I attempted to call a server over, it was almost like they ignored me. I will not be going back to this place",1.0,True,180,69,19,0
user_6689,biz_099,"Awesome pizza, you can get creative and have half the pizza one way and the other totally different and that includes the sauces.  Great place for large groups, plenty of seating.  Also if you love desert you have to try the new york cheesecake and my favorite the tiramisu.  Its hard to find a place that makes a truly good tiramisu but Grimaldi's has mastered it!  Don't leave without trying it.  They are a little high priced on the pizza's but definitely worth going.",2.0,True,123,1964,25,0
user_1872,biz_018,"I've never liked the their concept of fusion cuisine when it first came to Champaign. They tried to introduce noodles from different places but they never tasted authentic. The Indonesian peanut noodle was not appetizing and their pastas were, uhm, never mind. Try it and you'll know.",1.0,True,104,96,77,0
bot_4933,biz_034,I am so happy with this headphones! Perfect condition! Super fast delivery!!!,5.0,False,2,13,0,1
user_4152,biz_028,The week end brunch is not worth $19.  The food was sitting out to long and looked dried up.  The only stuff worth eating was the made to order omelets and crab legs.,1.0,True,141,1503,65,0
user_9959,biz_035,"Took about 40 minutes to get our food, and I found a hair in it, luckily I did not bite into it",1.0,True,169,186,33,0
user_6340,biz_192,"You really want to go here for the unbeatable prices and huge selection on the menu... lunch specials and late-nights specials for under $5. Generous portions... you can't beat that type of deal!\n\nThere is nothing extraordinary about the food but every now and then, I love stopping here with my boyfriend to eat hearty and cheap. It is actually one of his favorite restaurants in Vegas. \n\nLast night I ordered the cod filet with tofu.. that is a new favorite! They were able to make it spicy for my taste. It wasn't quite spicy enough, but I don't expect deadly sauce from a Chinese place ;). The dish was fantastic regardless. \n\nOverall, this is definitely a place I recommend!",2.0,True,181,2197,35,0
bot_3248,biz_010,This coffee maker is simply OUTSTANDING! Better than I ever imagined!! 5 stars!,5.0,False,1,24,0,1
bot_4837,biz_009,Outstanding quality! Best purchase on the market! Absolutely love it!!!!,5.0,False,3,20,0,1
bot_4770,biz_134,This is THE product everyone needs! Perfect! Amazing! Incredible! BUY NOW!,5.0,False,3,7,0,1
bot_7903,biz_134,GREAT product arrived fast works perfect love it would buy again 5 stars!,5.0,False,1,11,0,1
bot_4844,biz_190,Love this coffee maker so much! Perfect perfect perfect! Five stars always!,5.0,False,1,11,0,1
user_7010,biz_117,"Tried this place after a recommendation. Went to the one up north but that was closed but to check out the one in old town (website didn't mention construction and that the old town was coming soon).\nWe ordered two burgers medium rare. A food runner came out and set our orders on the table with no word and a grumpy face.  Our burgers were well done. We would have complained if our server ever actually came around to see how we were doing. We were too hungry so we ate the burgers regardless. I would say they were average nothing too exciting. \nAs we were almost finished the server finally came around to bring us a condiment tray saying \""""sorry you never got one guess its too late huh.\""""  \nFor two beers and two burgers and no refills on our waters at almost $38 I'd say its definitely no",1.0,True,276,2970,31,0
bot_1397,biz_020,FANTASTIC coffee maker! Exceeded ALL expectations! Will buy again and again!,5.0,False,4,2,0,1
user_4749,biz_079,"Generally speaking, the hotel is \""""OK\"""".  I just expect a lot more from a Marriott than OK.\n\nThe rooms are clean, the location is good.  Other than that, service-wise, it's as though you were staying at a Fairfield Inn.  I called for the free shuttle when I reached the airport and was told it stops running at 10.  OK, said my still-very-groggy-from-my-preparations-to-be-able-to-handle-the-flight, what do I do?  \""""I guess you'll have to take a cab.\""""  Sigh.  A service-oriented response at least be to explain that there is a flat-rate of $16 for the taxis.  But the place is filled with kids from the University who have NO IDEA what a service-mentality is.  Which hell, I hope to bring up my daughter having absolutely no idea how to serve some business-traveler that comes stumbling off a",1.0,True,103,2160,64,0
user_9188,biz_150,"my family  buy  food here for years ,one week ago a yong man comes to my husband, and said without preamble with an air of angry dog, give me your bag, here you can not enter with.. my husband is 67 and diabetic and always has his bag with him, we went to Whole Foods .......; we understand that this is forbidden, but try to say it politely",1.0,True,63,862,29,0
user_6025,biz_128,"Horrible franchise owner.  Pathetic.  I like KFC and I will eat it about 4 times a year.  This particular KFC is closest to me so I have been quite a few times over the past 2 years.  Without exception, this KFC franchise (I assume its a franchise store and not company owned) is consistently inept, unprofessional, and unorganized. Always a wait for something, which typically means the owner cares more about minimizing food use and cares nothing about their customers. Moreover, any half-intelligent employee is never there a month later.  Just returned from there and apparently the shift lead woman cant count - got 8 \""""chicken bites\"""" when I ordered and paid for 10, and 3 of those 8 were visibly overcooked. I returned on principal  to let them know, and this shift-lead lady got mad at me..",1.0,True,31,786,24,0
user_1181,biz_011,"Our family dined here last friday evening, this is about our 6th visit in the past couple of years. We live close by and so wish it was a great local go to eatery. Clearly whoever owns it has thought about the decor, the outdoor patio is very cool. On friday evening we had the large booth on the right as you walk in, my guess is no one has cleaned the table with anything other than a damp rag for months, i bought this to the attention of the server and guess what a quick wipe over witha wet rag. The table had so much grime on it when i passed my cc over it, it bought up a large film of who knows what, that really set us off in the wrong direction. I dont get why the simple things like tables being clean get overlooked. We have come to expect the food to be a bit hit and miss, the bread and",1.0,True,55,2377,50,0
user_5563,biz_199,"Lee's Sandwiches caught me a little bit off guard. I wanted to go there so bad and had a bit of a vision of what it might look like, and boy was I wrong. Vietnamese restaurants are always dirty, run down, and seemingly ill-maintained. Lee's couldn't be any different, it's clean, shiny, and efficient. Ordering takes place at the counter, and they have about 20+ sandwiches you can choose from, both american and vietnamese. Vietnamese are under $3 and american are over $4 and not nearly as delicious. \n\nI wasn't courageous enough to try the signature Lee's Combonation, because it has Head Cheese (it's not cheese) and I'm kind of a pussy when it comes to that stuff. I had decided before I went that I would have the Grilled Pork, they were out, so as a back up I ordered the BBQ pork, which the",2.0,True,46,2432,56,0
bot_7358,biz_182,Outstanding quality! Best purchase on the market! Absolutely love it!!!!,5.0,False,4,20,0,1
user_1368,biz_102,"I love this Bank of America location for a couple of reasons. First is that it is very close to my house. Second is that it is never busy, you can usually walk right up to the counter.\n\nThe only downside to this location is that they do not have a drive-thru. I know ( LAZY) but it is Vegas and it is getting hot.",2.0,True,235,2632,78,0
user_8828,biz_066,Great way to get a good massage without needing an appointment. Feeling stressed or sore just head to the mall and get a quality chair or table massage.,2.0,False,61,839,29,0
user_2639,biz_045,"Great place for local people. Not a destination by any means but it does served up so great food. \n\nI got the mini curry katsu. It was crispy and soft with enough curry just penetrating the exterior to soften it up a bit and really give it life. It comes with a very generous portion of rice and the always present macaroni salad. \n\nMy girlfriend got the Chicken BBQ mahi mahi and shrimp combo. Lets say she could not finish it. A taste sensation? Sure if but to my honest opinion it's like the Hawaiian Soul food to be honest. Stick to your ribs food in it's pan fried, deep fried and BBQ-ed glory. \n\nOur tab ? under $20... You'll never spend more than $10 per person coming here.\n\nThere are usually two people manning the station up at the register. They are nice enough. The humongous 6 pe",2.0,True,270,2492,30,0
